handicap,swing_speed,driver_carry,shot_shape,goal,iron_miss,iron_feel,wedge_turf,divot_depth,driver_loft,shaft_flex,fairway_wood_loft,iron_category,wedge_bounce
20.1,83.2,175,Fade,Distance,Left/Right,Confidence-inspiring,Firm,Medium,10.5,A,18,super-game-improvement,Low
13.3,90.6,209,Fade,Forgiveness,Left/Right,Forged/Blade-like,Soft,Shallow,10.5,A,21,players-distance,Mid
14.4,92.2,231,Slice,Accuracy,Inconsistent,No preference,Normal,Medium,12,R,16.5,game-improvement,Mid
18.7,98.4,238,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,9,S,16.5,super-game-improvement,Mid
22.6,72.6,154,Fade,Distance,Fat/Thin,Confidence-inspiring,Normal,Medium,12,L,21,super-game-improvement,Mid
13.9,97.4,237,Straight,Accuracy,Left/Right,Forged/Blade-like,Firm,Deep,9,S,16.5,players-cb,Mid
26.6,64.2,130,Fade,Forgiveness,Left/Right,Forged/Blade-like,Soft,Medium,12,L,21,game-improvement,High
6.7,101.8,236,Straight,Accuracy,Consistent,No preference,Normal,Medium,9,S,16.5,game-improvement,Mid
17.1,99.4,248,Straight,Accuracy,Inconsistent,Forged/Blade-like,Firm,Deep,9,R,16.5,players-cb,Mid
36.0,70.0,165,Draw,Accuracy,Inconsistent,No preference,Normal,Medium,12,L,21,super-game-improvement,Mid
19.0,87.3,199,Draw,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,R,18,game-improvement,Mid
29.9,69.7,175,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,8,L,21,super-game-improvement,Mid
17.8,87.7,219,Slice,Forgiveness,Left/Right,No preference,Normal,Medium,12,L,21,super-game-improvement,Mid
22.2,80.7,207,Slice,Distance,Fat/Thin,No preference,Firm,Deep,10.5,A,18,super-game-improvement,Mid
16.5,83.5,208,Fade,Distance,Consistent,Forged/Blade-like,Firm,Medium,10.5,A,18,blade,Low
15.5,88.1,221,Draw,Distance,Left/Right,Forged/Blade-like,Normal,Medium,10.5,R,18,blade,Mid
10.0,97.9,240,Hook,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,9,S,16.5,game-improvement,Mid
20.9,78.6,188,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
9.3,91.7,217,Draw,Distance,Consistent,Forged/Blade-like,Soft,Shallow,10.5,R,18,blade,Mid
23.0,72.0,166,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Medium,12,A,21,super-game-improvement,High
26.8,79.9,172,Straight,Forgiveness,Fat/Thin,No preference,Firm,Shallow,12,A,16.5,super-game-improvement,Low
20.3,88.5,196,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
14.4,93.1,215,Fade,Accuracy,Inconsistent,No preference,Normal,Medium,9,R,16.5,game-improvement,Mid
21.1,90.5,216,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,R,21,super-game-improvement,High
14.2,92.3,236,Slice,Forgiveness,Fat/Thin,No preference,Firm,Medium,10.5,R,21,super-game-improvement,Low
25.4,81.5,191,Hook,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
0.5,109.6,271,Straight,Distance,Consistent,No preference,Firm,Shallow,8,X,15,blade,Low
14.0,91.3,229,Draw,Distance,Fat/Thin,Confidence-inspiring,Firm,Medium,10.5,R,18,game-improvement,Low
0.0,104.3,242,Fade,Accuracy,Left/Right,Forged/Blade-like,Soft,Medium,9,S,15,blade,High
3.5,119.5,289,Straight,Forgiveness,Consistent,Forged/Blade-like,Firm,Shallow,9,S,15,blade,Mid
29.3,71.1,164,Straight,Distance,Fat/Thin,No preference,Firm,Deep,12,L,21,super-game-improvement,Mid
25.1,74.5,192,Straight,Distance,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
10.5,99.0,241,Straight,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,8,S,16.5,game-improvement,High
3.5,105.7,233,Slice,Distance,Left/Right,Forged/Blade-like,Normal,Medium,9,X,15,blade,Mid
0.0,98.2,233,Fade,Accuracy,Consistent,No preference,Soft,Deep,9,L,16.5,blade,High
12.1,101.9,261,Fade,Distance,Left/Right,No preference,Normal,Shallow,9,S,16.5,players-distance,Low
36.0,65.9,153,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
20.9,76.2,185,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,game-improvement,Mid
12.0,102.5,248,Straight,Accuracy,Fat/Thin,No preference,Normal,Medium,9,S,16.5,players-distance,Mid
21.2,88.0,193,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,R,21,players-distance,Mid
3.0,95.7,232,Fade,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,9,R,16.5,blade,High
14.3,104.0,226,Hook,Distance,Left/Right,No preference,Normal,Deep,9,S,15,players-cb,High
17.9,92.0,208,Hook,Forgiveness,Fat/Thin,No preference,Firm,Deep,9,R,21,game-improvement,Mid
16.2,89.3,224,Straight,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,8,R,18,game-improvement,High
24.1,91.4,219,Slice,Distance,Left/Right,Forged/Blade-like,Firm,Medium,10.5,R,18,players-distance,Low
20.1,86.0,198,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
23.0,81.4,197,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,10.5,A,18,super-game-improvement,High
10.8,91.0,213,Slice,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,9,R,16.5,game-improvement,High
25.1,83.2,196,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
31.7,74.9,185,Straight,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Deep,10.5,A,21,super-game-improvement,High
8.3,98.6,222,Straight,Accuracy,Left/Right,Forged/Blade-like,Soft,Deep,9,S,16.5,blade,Low
9.0,92.1,217,Fade,Distance,Consistent,No preference,Firm,Shallow,9,R,16.5,blade,Low
29.0,75.6,174,Draw,Forgiveness,Inconsistent,Forged/Blade-like,Normal,Shallow,12,A,21,super-game-improvement,Low
15.3,89.9,191,Straight,Distance,Left/Right,Forged/Blade-like,Firm,Deep,10.5,S,18,game-improvement,Mid
29.6,64.6,140,Draw,Forgiveness,Consistent,No preference,Normal,Medium,9,L,21,super-game-improvement,Mid
13.0,82.7,215,Fade,Forgiveness,Consistent,No preference,Firm,Medium,12,R,21,players-distance,Low
30.1,77.3,187,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
18.2,68.9,145,Straight,Forgiveness,Fat/Thin,No preference,Normal,Shallow,12,X,21,super-game-improvement,Low
19.3,87.2,185,Fade,Distance,Left/Right,Forged/Blade-like,Soft,Deep,10.5,R,18,players-cb,High
31.1,68.9,160,Fade,Forgiveness,Fat/Thin,Forged/Blade-like,Normal,Deep,12,S,21,super-game-improvement,High
13.7,101.4,259,Straight,Accuracy,Inconsistent,No preference,Normal,Medium,9,S,16.5,players-distance,Mid
8.5,94.8,220,Hook,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,10.5,R,16.5,blade,Low
13.0,97.7,247,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,9,S,18,players-cb,High
21.1,81.0,195,Slice,Accuracy,Inconsistent,Confidence-inspiring,Firm,Medium,10.5,A,18,super-game-improvement,Low
2.9,105.5,254,Straight,Accuracy,Consistent,No preference,Normal,Medium,9,X,15,blade,Mid
22.7,87.1,187,Straight,Accuracy,Left/Right,Confidence-inspiring,Soft,Shallow,9,R,18,super-game-improvement,Mid
12.2,90.7,225,Draw,Accuracy,Left/Right,Forged/Blade-like,Firm,Deep,10.5,R,18,blade,Mid
27.3,83.6,192,Slice,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,A,18,super-game-improvement,High
0.0,101.0,249,Fade,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,9,R,16.5,blade,High
9.9,98.7,221,Straight,Accuracy,Consistent,No preference,Normal,Deep,9,S,18,blade,High
1.8,112.4,266,Straight,Accuracy,Left/Right,No preference,Firm,Deep,8,R,15,blade,Mid
9.6,101.6,243,Straight,Distance,Consistent,No preference,Normal,Deep,9,S,16.5,super-game-improvement,High
19.2,99.3,231,Slice,Distance,Left/Right,Forged/Blade-like,Soft,Deep,9,S,16.5,players-cb,High
15.4,84.9,205,Fade,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Deep,8,R,18,game-improvement,Mid
14.7,81.4,188,Straight,Distance,Fat/Thin,No preference,Normal,Deep,10.5,A,18,game-improvement,High
15.6,83.1,187,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Medium,10.5,A,16.5,super-game-improvement,High
18.8,91.0,235,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,12,R,21,super-game-improvement,High
7.9,102.4,254,Straight,Distance,Left/Right,No preference,Normal,Shallow,9,S,16.5,players-cb,Mid
23.4,81.8,182,Draw,Distance,Left/Right,Confidence-inspiring,Soft,Deep,10.5,A,18,super-game-improvement,High
23.0,73.7,181,Slice,Distance,Inconsistent,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
20.5,89.8,201,Slice,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,R,18,super-game-improvement,High
22.0,74.1,159,Slice,Accuracy,Inconsistent,Confidence-inspiring,Firm,Shallow,12,A,21,super-game-improvement,Low
19.7,93.5,233,Hook,Accuracy,Left/Right,Confidence-inspiring,Soft,Medium,12,R,16.5,game-improvement,High
35.3,87.4,183,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
16.2,91.9,228,Fade,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,R,21,game-improvement,High
14.2,95.8,222,Straight,Forgiveness,Inconsistent,No preference,Normal,Medium,9,R,21,super-game-improvement,Mid
10.2,92.8,215,Fade,Accuracy,Fat/Thin,No preference,Normal,Medium,10.5,A,16.5,players-distance,Mid
7.7,86.5,209,Fade,Distance,Left/Right,Forged/Blade-like,Normal,Medium,12,R,18,blade,Mid
5.8,97.1,236,Straight,Distance,Left/Right,No preference,Soft,Shallow,8,S,16.5,blade,High
9.0,90.0,201,Straight,Accuracy,Consistent,No preference,Soft,Medium,10.5,R,18,blade,Low
16.4,79.0,195,Hook,Forgiveness,Fat/Thin,Forged/Blade-like,Firm,Medium,12,A,21,players-distance,Low
20.0,97.1,230,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,9,S,16.5,super-game-improvement,Mid
17.5,89.8,195,Straight,Forgiveness,Consistent,Forged/Blade-like,Soft,Medium,8,R,21,players-cb,High
10.1,99.0,230,Hook,Forgiveness,Left/Right,Confidence-inspiring,Firm,Shallow,9,S,16.5,players-cb,High
25.1,77.0,199,Draw,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,12,A,21,blade,Low
23.7,79.5,209,Slice,Forgiveness,Left/Right,Forged/Blade-like,Soft,Medium,12,A,21,game-improvement,Mid
15.6,96.8,237,Hook,Accuracy,Left/Right,Confidence-inspiring,Soft,Deep,9,R,16.5,game-improvement,High
11.1,95.0,208,Straight,Forgiveness,Fat/Thin,No preference,Normal,Deep,9,R,21,game-improvement,High
21.9,86.5,210,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,High
18.7,85.1,211,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
4.0,101.0,247,Straight,Accuracy,Left/Right,Confidence-inspiring,Firm,Deep,9,S,18,players-cb,Mid
16.4,79.3,197,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
19.4,71.8,173,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,12,L,21,super-game-improvement,High
8.9,95.9,224,Fade,Accuracy,Left/Right,No preference,Firm,Shallow,12,R,16.5,players-cb,Low
18.7,86.9,196,Slice,Forgiveness,Fat/Thin,No preference,Normal,Deep,12,R,21,players-cb,Low
3.9,94.5,197,Fade,Distance,Consistent,Confidence-inspiring,Normal,Deep,10.5,R,16.5,game-improvement,High
29.0,74.4,179,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
28.2,75.9,181,Slice,Forgiveness,Consistent,Confidence-inspiring,Firm,Deep,12,S,21,super-game-improvement,Mid
14.7,76.0,186,Slice,Distance,Fat/Thin,Confidence-inspiring,Soft,Shallow,12,A,21,super-game-improvement,High
20.3,78.2,166,Fade,Distance,Inconsistent,No preference,Soft,Deep,12,A,21,super-game-improvement,High
0.0,110.9,269,Fade,Accuracy,Left/Right,No preference,Firm,Medium,8,X,15,blade,High
6.6,103.1,269,Straight,Distance,Consistent,No preference,Normal,Medium,9,S,16.5,blade,Mid
14.4,83.4,197,Hook,Forgiveness,Fat/Thin,No preference,Firm,Medium,10.5,A,21,game-improvement,Low
7.4,100.6,236,Straight,Distance,Consistent,No preference,Firm,Shallow,9,S,16.5,game-improvement,Low
23.4,88.2,211,Slice,Accuracy,Inconsistent,No preference,Soft,Medium,10.5,R,18,players-cb,High
35.0,73.2,198,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,10.5,A,21,super-game-improvement,Mid
6.4,100.0,222,Fade,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,9,S,16.5,blade,Low
9.5,93.8,223,Draw,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Deep,12,R,18,players-cb,High
19.1,81.6,181,Fade,Forgiveness,Left/Right,Forged/Blade-like,Soft,Medium,12,A,21,game-improvement,High
31.5,75.0,169,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,Mid
6.0,102.5,240,Fade,Accuracy,Consistent,Forged/Blade-like,Soft,Deep,9,S,16.5,blade,High
19.2,90.3,230,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Medium,10.5,R,18,game-improvement,Mid
33.4,70.5,189,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,12,L,21,super-game-improvement,Mid
2.1,111.3,267,Slice,Accuracy,Fat/Thin,No preference,Firm,Deep,8,X,15,players-distance,Mid
5.5,102.3,236,Fade,Accuracy,Consistent,No preference,Soft,Medium,9,S,16.5,blade,High
13.2,98.3,263,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Medium,9,S,16.5,super-game-improvement,Low
12.3,100.0,229,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,S,16.5,super-game-improvement,Mid
24.3,74.4,167,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,12,A,15,super-game-improvement,High
19.2,73.3,149,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Firm,Shallow,12,A,21,players-distance,Low
1.0,117.7,295,Draw,Forgiveness,Consistent,Forged/Blade-like,Soft,Medium,8,X,15,blade,High
21.6,85.0,212,Straight,Forgiveness,Fat/Thin,No preference,Soft,Medium,12,R,18,super-game-improvement,High
11.8,82.4,225,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
28.5,70.2,147,Hook,Distance,Inconsistent,Confidence-inspiring,Normal,Shallow,12,L,21,blade,Low
11.4,100.3,255,Fade,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,9,S,16.5,players-distance,High
11.3,93.0,219,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,10.5,R,21,super-game-improvement,Mid
21.9,79.2,197,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
23.9,90.3,191,Fade,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,12,R,21,super-game-improvement,Low
21.0,76.5,199,Straight,Accuracy,Left/Right,Confidence-inspiring,Soft,Shallow,12,A,15,super-game-improvement,Mid
1.8,100.3,246,Straight,Accuracy,Consistent,No preference,Normal,Medium,9,S,16.5,blade,Mid
21.8,84.4,198,Fade,Distance,Left/Right,No preference,Firm,Deep,10.5,R,18,game-improvement,Mid
7.7,101.9,248,Draw,Distance,Consistent,No preference,Soft,Medium,9,S,16.5,blade,High
19.1,89.5,200,Straight,Accuracy,Inconsistent,Forged/Blade-like,Firm,Shallow,10.5,R,18,players-cb,Low
4.2,109.5,250,Draw,Forgiveness,Consistent,Forged/Blade-like,Firm,Shallow,8,X,15,blade,Low
21.0,85.2,194,Slice,Forgiveness,Left/Right,No preference,Normal,Medium,12,X,18,super-game-improvement,Mid
9.7,100.3,212,Straight,Accuracy,Left/Right,No preference,Firm,Medium,9,S,18,players-cb,Low
5.5,99.9,246,Slice,Distance,Consistent,Confidence-inspiring,Normal,Medium,12,S,16.5,blade,Mid
23.4,81.5,207,Straight,Accuracy,Inconsistent,No preference,Soft,Shallow,10.5,A,15,game-improvement,Mid
19.2,86.7,195,Draw,Accuracy,Left/Right,Confidence-inspiring,Soft,Deep,10.5,R,18,game-improvement,Low
11.5,96.3,231,Slice,Accuracy,Inconsistent,Forged/Blade-like,Soft,Deep,9,X,16.5,players-cb,High
30.1,78.8,182,Hook,Distance,Fat/Thin,No preference,Firm,Medium,12,A,21,super-game-improvement,Low
13.0,96.9,232,Slice,Forgiveness,Consistent,Confidence-inspiring,Firm,Medium,9,R,16.5,game-improvement,Low
17.3,88.4,200,Draw,Forgiveness,Inconsistent,No preference,Soft,Deep,12,R,21,game-improvement,Mid
19.4,80.0,177,Straight,Accuracy,Left/Right,Confidence-inspiring,Normal,Medium,10.5,A,18,game-improvement,Mid
11.4,95.4,238,Straight,Forgiveness,Left/Right,Forged/Blade-like,Soft,Shallow,10.5,R,21,players-cb,Mid
21.2,83.4,195,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,High
12.2,95.3,250,Slice,Distance,Inconsistent,Confidence-inspiring,Soft,Deep,9,R,16.5,game-improvement,High
13.3,108.2,255,Draw,Forgiveness,Fat/Thin,No preference,Normal,Deep,8,X,15,game-improvement,High
29.3,70.6,154,Slice,Forgiveness,Left/Right,No preference,Soft,Medium,12,L,21,super-game-improvement,Mid
7.6,102.2,256,Straight,Distance,Consistent,Forged/Blade-like,Firm,Shallow,9,S,16.5,blade,Low
0.0,115.5,280,Slice,Accuracy,Left/Right,Forged/Blade-like,Normal,Medium,8,X,15,blade,Mid
31.5,72.5,180,Slice,Forgiveness,Fat/Thin,No preference,Soft,Deep,12,A,21,super-game-improvement,High
36.0,83.0,211,Slice,Forgiveness,Left/Right,No preference,Normal,Medium,12,R,21,super-game-improvement,Mid
13.4,89.9,203,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Medium,12,R,15,blade,Mid
0.0,110.3,258,Straight,Accuracy,Consistent,Forged/Blade-like,Firm,Shallow,8,X,15,blade,Low
14.2,86.1,200,Draw,Forgiveness,Inconsistent,No preference,Soft,Medium,12,R,21,players-cb,Mid
14.4,89.0,192,Straight,Distance,Fat/Thin,No preference,Firm,Deep,10.5,R,18,game-improvement,Mid
15.3,92.1,213,Fade,Distance,Consistent,Forged/Blade-like,Normal,Shallow,8,R,16.5,blade,Low
7.0,105.9,266,Fade,Distance,Left/Right,No preference,Soft,Medium,9,X,15,players-cb,High
22.2,84.7,202,Fade,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
21.7,91.9,198,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Deep,12,R,21,super-game-improvement,Mid
3.6,103.2,222,Fade,Accuracy,Consistent,Forged/Blade-like,Firm,Deep,9,R,16.5,blade,Mid
23.3,78.9,207,Slice,Accuracy,Inconsistent,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
35.5,86.1,201,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,12,R,21,super-game-improvement,High
18.5,89.5,202,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
14.0,86.9,201,Straight,Distance,Left/Right,Confidence-inspiring,Normal,Shallow,10.5,R,18,game-improvement,Mid
15.7,85.1,181,Straight,Accuracy,Left/Right,Forged/Blade-like,Normal,Deep,10.5,R,18,players-distance,High
22.5,75.5,196,Slice,Distance,Left/Right,Confidence-inspiring,Firm,Medium,10.5,A,21,players-distance,Low
1.4,112.9,260,Straight,Distance,Consistent,Forged/Blade-like,Soft,Shallow,8,X,15,players-distance,Mid
18.5,84.2,216,Draw,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,High
13.5,93.4,220,Straight,Distance,Left/Right,No preference,Firm,Medium,12,R,16.5,players-distance,High
33.6,68.9,180,Fade,Accuracy,Inconsistent,Confidence-inspiring,Normal,Shallow,12,L,21,super-game-improvement,Low
15.4,95.4,228,Slice,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Shallow,9,X,21,game-improvement,Mid
32.0,65.3,165,Straight,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,12,L,21,super-game-improvement,Low
7.1,92.3,226,Hook,Accuracy,Left/Right,Confidence-inspiring,Normal,Medium,10.5,R,16.5,players-distance,Mid
22.3,83.9,205,Slice,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,X,18,super-game-improvement,High
19.9,89.3,214,Straight,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Medium,10.5,R,18,game-improvement,High
9.2,99.7,231,Straight,Distance,Inconsistent,Forged/Blade-like,Firm,Shallow,9,S,16.5,blade,Low
18.6,80.9,215,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
27.9,80.7,178,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
14.1,86.6,204,Fade,Forgiveness,Consistent,Forged/Blade-like,Normal,Shallow,12,R,16.5,players-cb,Low
1.8,102.3,241,Fade,Distance,Inconsistent,Forged/Blade-like,Normal,Medium,9,S,16.5,blade,Mid
16.8,82.1,198,Fade,Distance,Consistent,No preference,Firm,Shallow,10.5,A,18,players-cb,Low
8.9,106.9,246,Straight,Accuracy,Consistent,Forged/Blade-like,Soft,Deep,8,S,15,blade,High
13.9,96.4,231,Slice,Accuracy,Consistent,Forged/Blade-like,Normal,Shallow,9,R,16.5,blade,Low
16.3,93.5,218,Straight,Forgiveness,Inconsistent,No preference,Soft,Deep,10.5,R,21,super-game-improvement,High
1.6,114.9,249,Fade,Accuracy,Consistent,No preference,Soft,Shallow,10.5,R,15,blade,Mid
2.5,120.0,282,Fade,Accuracy,Left/Right,Forged/Blade-like,Soft,Deep,8,S,15,blade,High
21.3,71.5,154,Fade,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Deep,12,L,21,game-improvement,High
12.3,88.7,186,Straight,Distance,Left/Right,Forged/Blade-like,Normal,Shallow,10.5,R,18,players-cb,Low
0.0,103.7,245,Fade,Accuracy,Left/Right,Forged/Blade-like,Firm,Medium,10.5,S,16.5,blade,Low
24.1,74.3,181,Fade,Distance,Fat/Thin,Forged/Blade-like,Normal,Deep,12,A,21,game-improvement,High
19.5,78.0,190,Straight,Distance,Inconsistent,No preference,Soft,Shallow,12,A,21,players-distance,Low
10.6,93.7,228,Slice,Distance,Fat/Thin,Confidence-inspiring,Normal,Shallow,10.5,R,18,game-improvement,Low
5.1,93.6,195,Draw,Accuracy,Consistent,No preference,Firm,Medium,10.5,R,16.5,blade,Low
24.5,82.2,175,Hook,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Low
20.1,85.2,226,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,R,21,super-game-improvement,High
36.0,70.0,151,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
20.8,87.6,214,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,R,21,super-game-improvement,High
20.5,88.6,199,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
15.5,87.6,207,Straight,Accuracy,Inconsistent,No preference,Normal,Shallow,10.5,R,18,game-improvement,Low
24.4,94.8,215,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Medium,10.5,R,18,super-game-improvement,Mid
22.6,83.7,204,Straight,Distance,Fat/Thin,Confidence-inspiring,Soft,Deep,10.5,A,15,super-game-improvement,High
28.3,62.4,148,Fade,Forgiveness,Consistent,Confidence-inspiring,Firm,Shallow,12,L,21,super-game-improvement,Low
12.3,86.8,198,Slice,Forgiveness,Inconsistent,No preference,Normal,Deep,12,R,21,super-game-improvement,High
13.1,80.8,176,Slice,Accuracy,Inconsistent,No preference,Normal,Medium,10.5,A,18,super-game-improvement,Mid
12.7,93.5,223,Straight,Distance,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,16.5,blade,High
24.1,79.4,171,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,12,A,18,super-game-improvement,High
30.5,69.6,169,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
12.9,107.2,286,Straight,Accuracy,Inconsistent,Forged/Blade-like,Normal,Medium,12,X,15,players-cb,Mid
13.2,96.7,245,Slice,Distance,Fat/Thin,Forged/Blade-like,Soft,Deep,9,R,16.5,players-distance,High
19.8,90.3,222,Straight,Distance,Inconsistent,No preference,Normal,Deep,10.5,R,18,players-distance,High
14.8,84.5,197,Draw,Forgiveness,Left/Right,No preference,Firm,Deep,12,R,21,game-improvement,Mid
25.6,71.6,143,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,L,21,super-game-improvement,Mid
0.0,108.3,237,Straight,Accuracy,Consistent,No preference,Soft,Deep,8,X,15,blade,Mid
9.6,98.2,247,Draw,Accuracy,Consistent,Forged/Blade-like,Normal,Deep,9,S,16.5,blade,High
10.0,83.5,186,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,A,18,game-improvement,Mid
0.0,106.7,242,Slice,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,8,X,15,blade,High
8.3,98.6,230,Fade,Distance,Left/Right,Forged/Blade-like,Soft,Deep,9,S,16.5,blade,High
8.8,96.4,213,Straight,Accuracy,Consistent,No preference,Normal,Deep,9,R,16.5,blade,High
15.2,84.8,183,Fade,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,R,18,players-distance,Mid
27.0,73.2,171,Slice,Forgiveness,Consistent,Confidence-inspiring,Soft,Shallow,12,A,21,blade,High
14.8,89.7,199,Slice,Accuracy,Consistent,Confidence-inspiring,Firm,Shallow,10.5,R,18,players-distance,Low
7.7,99.8,225,Straight,Distance,Inconsistent,Forged/Blade-like,Normal,Deep,9,S,16.5,blade,High
16.5,93.3,209,Straight,Forgiveness,Fat/Thin,No preference,Soft,Shallow,10.5,R,21,super-game-improvement,Mid
26.4,85.2,207,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,R,21,super-game-improvement,Mid
8.2,96.5,224,Draw,Forgiveness,Consistent,Forged/Blade-like,Firm,Medium,9,R,16.5,blade,Low
